date,open,high,low,close,volume,money,open_interest
2023-04-21,95.0,95.1,94.74,94.89,437.0,414710100.0,264.0
2023-04-24,94.9,95.1,94.9,95.03,265.0,251862700.0,338.0
2023-04-25,95.15,95.15,95.05,95.09,385.0,366105900.0,408.0
2023-04-26,95.17,95.24,95.09,95.24,384.0,365452700.0,553.0
2023-04-27,95.35,95.69,95.3,95.69,300.0,286606200.0,617.0
2023-04-28,95.69,95.69,95.45,95.59,263.0,251260100.0,702.0
2023-05-04,95.84,96.04,95.74,96.02,218.0,209155100.0,789.0
2023-05-05,96.15,96.5,96.08,96.46,526.0,506236900.0,997.0
2023-05-08,96.25,96.39,96.09,96.2,350.0,337013500.0,1065.0
2023-05-09,96.33,96.34,96.23,96.31,136.0,130947100.0,1099.0
2023-05-10,96.36,96.63,96.36,96.45,326.0,314643200.0,1035.0
2023-05-11,96.58,96.84,96.58,96.74,292.0,282480800.0,1008.0
2023-05-12,96.62,96.7,96.44,96.53,262.0,252936200.0,1041.0
2023-05-15,96.43,96.58,96.35,96.42,317.0,305749500.0,1128.0
2023-05-16,96.38,96.5,96.31,96.47,305.0,294030600.0,1167.0
2023-05-17,96.56,96.57,96.28,96.38,168.0,161965800.0,1171.0
2023-05-18,96.34,96.35,96.16,96.34,295.0,283928800.0,1257.0
2023-05-19,96.31,96.57,96.31,96.57,306.0,295159500.0,1318.0
2023-05-22,96.49,96.67,96.48,96.54,391.0,377657200.0,1349.0
2023-05-23,96.66,96.85,96.6,96.83,443.0,428550700.0,1409.0
2023-05-24,96.75,96.87,96.75,96.79,274.0,265289500.0,1462.0
2023-05-25,96.8,96.8,96.61,96.66,231.0,223382300.0,1562.0
2023-05-26,96.65,96.71,96.41,96.45,379.0,365837400.0,1648.0
2023-05-29,96.4,96.59,96.4,96.59,472.0,455459800.0,1777.0
2023-05-30,96.6,96.67,96.5,96.52,295.0,284961300.0,1798.0
2023-05-31,96.59,96.66,96.5,96.63,309.0,298444900.0,1823.0
2023-06-01,96.68,96.79,96.61,96.77,369.0,356805900.0,1770.0
2023-06-02,96.71,96.74,96.27,96.32,425.0,410115200.0,1825.0
2023-06-05,96.39,96.55,96.35,96.5,472.0,455310400.0,1753.0
2023-06-06,96.55,96.66,96.49,96.65,200.0,193153200.0,1729.0
2023-06-07,96.64,96.81,96.62,96.81,314.0,303752400.0,1725.0
2023-06-08,96.75,96.8,96.69,96.75,282.0,272858700.0,1648.0
2023-06-09,96.77,97.23,96.75,97.12,555.0,538275600.0,1678.0
2023-06-12,97.11,97.32,97.11,97.2,396.0,384957100.0,1716.0
2023-06-13,97.45,97.79,97.4,97.63,404.0,394214100.0,1648.0
2023-06-14,98.32,98.32,97.75,97.86,998.0,977691000.0,1878.0
2023-06-15,97.75,97.79,97.32,97.4,747.0,728365200.0,2051.0
2023-06-16,97.31,97.37,96.82,97.06,1173.0,1138421100.0,2421.0
2023-06-19,97.02,97.08,96.63,96.83,771.0,746709600.0,2523.0
2023-06-20,96.85,97.08,96.85,97.01,510.0,494479900.0,2513.0
2023-06-21,97.07,97.24,97.04,97.17,446.0,433306800.0,2526.0
2023-06-26,97.29,97.39,97.21,97.36,517.0,503160500.0,2536.0
2023-06-27,97.32,97.32,97.07,97.18,420.0,408031400.0,2565.0
2023-06-28,97.36,97.4,97.21,97.34,427.0,415454800.0,2501.0
2023-06-29,97.23,97.47,97.2,97.37,569.0,553891600.0,2393.0
2023-06-30,97.47,97.68,97.4,97.68,225.0,219465400.0,2396.0
